bug_id,summary,description,severity,component,priority
1161,Icon alignment off by a pixel in toolbar (case #1),"Steps to reproduce: open the IDE, perform action 1. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Debug,P3
1162,Tooltip shows truncated text for long method names (case #2),"Steps to reproduce: open the IDE, perform action 2. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,Debug,P3
1163,Status bar text flickers briefly on save (case #3),"Steps to reproduce: open the IDE, perform action 3. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Build,P4
1164,Status bar text flickers briefly on save (case #4),"Steps to reproduce: open the IDE, perform action 4. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Build,P3
1165,Tooltip shows truncated text for long method names (case #5),"Steps to reproduce: open the IDE, perform action 5. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,UI,P3
1166,Tooltip shows truncated text for long method names (case #6),"Steps to reproduce: open the IDE, perform action 6. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,Build,P3
1167,Tooltip shows truncated text for long method names (case #7),"Steps to reproduce: open the IDE, perform action 7. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,UI,P5
1168,Icon alignment off by a pixel in toolbar (case #8),"Steps to reproduce: open the IDE, perform action 8. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Debug,P3
1169,Icon alignment off by a pixel in toolbar (case #9),"Steps to reproduce: open the IDE, perform action 9. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Build,P5
1170,Tooltip shows truncated text for long method names (case #10),"Steps to reproduce: open the IDE, perform action 10. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,Editor,P5
1171,Tooltip shows truncated text for long method names (case #11),"Steps to reproduce: open the IDE, perform action 11. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,Debug,P1
1172,Status bar text flickers briefly on save (case #12),"Steps to reproduce: open the IDE, perform action 12. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Editor,P1
1173,Status bar text flickers briefly on save (case #13),"Steps to reproduce: open the IDE, perform action 13. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Build,P2
1174,Icon alignment off by a pixel in toolbar (case #14),"Steps to reproduce: open the IDE, perform action 14. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Editor,P1
1175,Status bar text flickers briefly on save (case #15),"Steps to reproduce: open the IDE, perform action 15. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Debug,P5
1176,Icon alignment off by a pixel in toolbar (case #16),"Steps to reproduce: open the IDE, perform action 16. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Search,P1
1177,Status bar text flickers briefly on save (case #17),"Steps to reproduce: open the IDE, perform action 17. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Debug,P5
1178,Icon alignment off by a pixel in toolbar (case #18),"Steps to reproduce: open the IDE, perform action 18. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Search,P4
1179,Icon alignment off by a pixel in toolbar (case #19),"Steps to reproduce: open the IDE, perform action 19. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Editor,P3
1180,Status bar text flickers briefly on save (case #20),"Steps to reproduce: open the IDE, perform action 20. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Core,P2
1181,Icon alignment off by a pixel in toolbar (case #21),"Steps to reproduce: open the IDE, perform action 21. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Search,P4
1182,Status bar text flickers briefly on save (case #22),"Steps to reproduce: open the IDE, perform action 22. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Search,P2
1183,Status bar text flickers briefly on save (case #23),"Steps to reproduce: open the IDE, perform action 23. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Build,P3
1184,Icon alignment off by a pixel in toolbar (case #24),"Steps to reproduce: open the IDE, perform action 24. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Build,P1
1185,Icon alignment off by a pixel in toolbar (case #25),"Steps to reproduce: open the IDE, perform action 25. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Debug,P2
1186,Icon alignment off by a pixel in toolbar (case #26),"Steps to reproduce: open the IDE, perform action 26. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Build,P5
1187,Status bar text flickers briefly on save (case #27),"Steps to reproduce: open the IDE, perform action 27. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Debug,P4
1188,Icon alignment off by a pixel in toolbar (case #28),"Steps to reproduce: open the IDE, perform action 28. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Editor,P2
1189,Status bar text flickers briefly on save (case #29),"Steps to reproduce: open the IDE, perform action 29. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Editor,P2
1190,Status bar text flickers briefly on save (case #30),"Steps to reproduce: open the IDE, perform action 30. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,UI,P3
1191,Status bar text flickers briefly on save (case #31),"Steps to reproduce: open the IDE, perform action 31. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Search,P5
1192,Icon alignment off by a pixel in toolbar (case #32),"Steps to reproduce: open the IDE, perform action 32. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,UI,P2
1193,Status bar text flickers briefly on save (case #33),"Steps to reproduce: open the IDE, perform action 33. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,Debug,P2
1194,Tooltip shows truncated text for long method names (case #34),"Steps to reproduce: open the IDE, perform action 34. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,Core,P1
1195,Tooltip shows truncated text for long method names (case #35),"Steps to reproduce: open the IDE, perform action 35. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,Core,P4
1196,Status bar text flickers briefly on save (case #36),"Steps to reproduce: open the IDE, perform action 36. Expected: normal behaviour. Actual: status bar text flickers briefly on save.",Minor,UI,P4
1197,Icon alignment off by a pixel in toolbar (case #37),"Steps to reproduce: open the IDE, perform action 37. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Search,P5
1198,Tooltip shows truncated text for long method names (case #38),"Steps to reproduce: open the IDE, perform action 38. Expected: normal behaviour. Actual: tooltip shows truncated text for long method names.",Minor,Search,P4
1199,Icon alignment off by a pixel in toolbar (case #39),"Steps to reproduce: open the IDE, perform action 39. Expected: normal behaviour. Actual: icon alignment off by a pixel in toolbar.",Minor,Editor,P2
1200,Typo in preferences dialog label (case #0),"Steps to reproduce: open the IDE, perform action 0. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Search,P1
1201,Typo in preferences dialog label (case #1),"Steps to reproduce: open the IDE, perform action 1. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Editor,P2
1202,Typo in preferences dialog label (case #2),"Steps to reproduce: open the IDE, perform action 2. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Search,P5
1203,Inconsistent capitalization in menu items (case #3),"Steps to reproduce: open the IDE, perform action 3. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,UI,P5
1204,Typo in preferences dialog label (case #4),"Steps to reproduce: open the IDE, perform action 4. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,UI,P4
1205,Typo in preferences dialog label (case #5),"Steps to reproduce: open the IDE, perform action 5. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Editor,P5
1206,Extra whitespace in generated comment header (case #6),"Steps to reproduce: open the IDE, perform action 6. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,Build,P3
1207,Inconsistent capitalization in menu items (case #7),"Steps to reproduce: open the IDE, perform action 7. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Build,P5
1208,Inconsistent capitalization in menu items (case #8),"Steps to reproduce: open the IDE, perform action 8. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Build,P4
1209,Typo in preferences dialog label (case #9),"Steps to reproduce: open the IDE, perform action 9. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Search,P4
1210,Inconsistent capitalization in menu items (case #10),"Steps to reproduce: open the IDE, perform action 10. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Debug,P2
1211,Extra whitespace in generated comment header (case #11),"Steps to reproduce: open the IDE, perform action 11. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,Debug,P5
1212,Inconsistent capitalization in menu items (case #12),"Steps to reproduce: open the IDE, perform action 12. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Search,P2
1213,Inconsistent capitalization in menu items (case #13),"Steps to reproduce: open the IDE, perform action 13. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Editor,P1
1214,Extra whitespace in generated comment header (case #14),"Steps to reproduce: open the IDE, perform action 14. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,Debug,P2
1215,Inconsistent capitalization in menu items (case #15),"Steps to reproduce: open the IDE, perform action 15. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Debug,P3
1216,Extra whitespace in generated comment header (case #16),"Steps to reproduce: open the IDE, perform action 16. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,UI,P2
1217,Typo in preferences dialog label (case #17),"Steps to reproduce: open the IDE, perform action 17. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Core,P4
1218,Extra whitespace in generated comment header (case #18),"Steps to reproduce: open the IDE, perform action 18. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,Core,P2
1219,Typo in preferences dialog label (case #19),"Steps to reproduce: open the IDE, perform action 19. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Editor,P4
1220,Inconsistent capitalization in menu items (case #20),"Steps to reproduce: open the IDE, perform action 20. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Build,P4
1221,Inconsistent capitalization in menu items (case #21),"Steps to reproduce: open the IDE, perform action 21. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,UI,P2
1222,Inconsistent capitalization in menu items (case #22),"Steps to reproduce: open the IDE, perform action 22. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Editor,P5
1223,Extra whitespace in generated comment header (case #23),"Steps to reproduce: open the IDE, perform action 23. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,UI,P5
1224,Inconsistent capitalization in menu items (case #24),"Steps to reproduce: open the IDE, perform action 24. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Editor,P1
1225,Inconsistent capitalization in menu items (case #25),"Steps to reproduce: open the IDE, perform action 25. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Debug,P4
1226,Inconsistent capitalization in menu items (case #26),"Steps to reproduce: open the IDE, perform action 26. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Build,P5
1227,Extra whitespace in generated comment header (case #27),"Steps to reproduce: open the IDE, perform action 27. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,Core,P4
1228,Typo in preferences dialog label (case #28),"Steps to reproduce: open the IDE, perform action 28. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Debug,P4
1229,Inconsistent capitalization in menu items (case #29),"Steps to reproduce: open the IDE, perform action 29. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,UI,P4
1230,Inconsistent capitalization in menu items (case #30),"Steps to reproduce: open the IDE, perform action 30. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Search,P4
1231,Extra whitespace in generated comment header (case #31),"Steps to reproduce: open the IDE, perform action 31. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,Core,P4
1232,Typo in preferences dialog label (case #32),"Steps to reproduce: open the IDE, perform action 32. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Build,P5
1233,Typo in preferences dialog label (case #33),"Steps to reproduce: open the IDE, perform action 33. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Editor,P5
1234,Extra whitespace in generated comment header (case #34),"Steps to reproduce: open the IDE, perform action 34. Expected: normal behaviour. Actual: extra whitespace in generated comment header.",Trivial,Search,P1
1235,Typo in preferences dialog label (case #35),"Steps to reproduce: open the IDE, perform action 35. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Search,P4
1236,Typo in preferences dialog label (case #36),"Steps to reproduce: open the IDE, perform action 36. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Editor,P2
1237,Typo in preferences dialog label (case #37),"Steps to reproduce: open the IDE, perform action 37. Expected: normal behaviour. Actual: typo in preferences dialog label.",Trivial,Debug,P4
1238,Inconsistent capitalization in menu items (case #38),"Steps to reproduce: open the IDE, perform action 38. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Core,P4
1239,Inconsistent capitalization in menu items (case #39),"Steps to reproduce: open the IDE, perform action 39. Expected: normal behaviour. Actual: inconsistent capitalization in menu items.",Trivial,Debug,P4
1240,Support exporting project settings to JSON (case #0),"Steps to reproduce: open the IDE, perform action 0. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,Editor,P3
1241,Add dark theme option for editor (case #1),"Steps to reproduce: open the IDE, perform action 1. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Editor,P1
1242,Provide keyboard shortcut for split editor (case #2),"Steps to reproduce: open the IDE, perform action 2. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Build,P1
1243,Support exporting project settings to JSON (case #3),"Steps to reproduce: open the IDE, perform action 3. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,Core,P1
1244,Provide keyboard shortcut for split editor (case #4),"Steps to reproduce: open the IDE, perform action 4. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,UI,P1
1245,Add dark theme option for editor (case #5),"Steps to reproduce: open the IDE, perform action 5. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Core,P1
1246,Provide keyboard shortcut for split editor (case #6),"Steps to reproduce: open the IDE, perform action 6. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Core,P2
1247,Add dark theme option for editor (case #7),"Steps to reproduce: open the IDE, perform action 7. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Editor,P1
1248,Provide keyboard shortcut for split editor (case #8),"Steps to reproduce: open the IDE, perform action 8. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Core,P4
1249,Provide keyboard shortcut for split editor (case #9),"Steps to reproduce: open the IDE, perform action 9. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Debug,P3
1250,Add dark theme option for editor (case #10),"Steps to reproduce: open the IDE, perform action 10. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Build,P5
1251,Provide keyboard shortcut for split editor (case #11),"Steps to reproduce: open the IDE, perform action 11. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Search,P1
1252,Add dark theme option for editor (case #12),"Steps to reproduce: open the IDE, perform action 12. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Debug,P1
1253,Provide keyboard shortcut for split editor (case #13),"Steps to reproduce: open the IDE, perform action 13. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,UI,P3
1254,Provide keyboard shortcut for split editor (case #14),"Steps to reproduce: open the IDE, perform action 14. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Search,P4
1255,Support exporting project settings to JSON (case #15),"Steps to reproduce: open the IDE, perform action 15. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,Search,P2
1256,Add dark theme option for editor (case #16),"Steps to reproduce: open the IDE, perform action 16. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Build,P2
1257,Add dark theme option for editor (case #17),"Steps to reproduce: open the IDE, perform action 17. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Search,P3
1258,Provide keyboard shortcut for split editor (case #18),"Steps to reproduce: open the IDE, perform action 18. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Build,P1
1259,Provide keyboard shortcut for split editor (case #19),"Steps to reproduce: open the IDE, perform action 19. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,UI,P3
1260,Provide keyboard shortcut for split editor (case #20),"Steps to reproduce: open the IDE, perform action 20. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Editor,P3
1261,Add dark theme option for editor (case #21),"Steps to reproduce: open the IDE, perform action 21. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Build,P3
1262,Add dark theme option for editor (case #22),"Steps to reproduce: open the IDE, perform action 22. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Editor,P4
1263,Add dark theme option for editor (case #23),"Steps to reproduce: open the IDE, perform action 23. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Editor,P3
1264,Provide keyboard shortcut for split editor (case #24),"Steps to reproduce: open the IDE, perform action 24. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Editor,P2
1265,Support exporting project settings to JSON (case #25),"Steps to reproduce: open the IDE, perform action 25. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,Core,P5
1266,Provide keyboard shortcut for split editor (case #26),"Steps to reproduce: open the IDE, perform action 26. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Debug,P5
1267,Provide keyboard shortcut for split editor (case #27),"Steps to reproduce: open the IDE, perform action 27. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Editor,P4
1268,Support exporting project settings to JSON (case #28),"Steps to reproduce: open the IDE, perform action 28. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,Search,P5
1269,Support exporting project settings to JSON (case #29),"Steps to reproduce: open the IDE, perform action 29. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,Debug,P2
1270,Add dark theme option for editor (case #30),"Steps to reproduce: open the IDE, perform action 30. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Debug,P4
1271,Add dark theme option for editor (case #31),"Steps to reproduce: open the IDE, perform action 31. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Editor,P5
1272,Provide keyboard shortcut for split editor (case #32),"Steps to reproduce: open the IDE, perform action 32. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Search,P4
1273,Support exporting project settings to JSON (case #33),"Steps to reproduce: open the IDE, perform action 33. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,UI,P4
1274,Support exporting project settings to JSON (case #34),"Steps to reproduce: open the IDE, perform action 34. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,Core,P4
1275,Add dark theme option for editor (case #35),"Steps to reproduce: open the IDE, perform action 35. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Debug,P3
1276,Support exporting project settings to JSON (case #36),"Steps to reproduce: open the IDE, perform action 36. Expected: normal behaviour. Actual: support exporting project settings to json.",Enhancement,Debug,P5
1277,Provide keyboard shortcut for split editor (case #37),"Steps to reproduce: open the IDE, perform action 37. Expected: normal behaviour. Actual: provide keyboard shortcut for split editor.",Enhancement,Debug,P5
1278,Add dark theme option for editor (case #38),"Steps to reproduce: open the IDE, perform action 38. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Build,P2
1279,Add dark theme option for editor (case #39),"Steps to reproduce: open the IDE, perform action 39. Expected: normal behaviour. Actual: add dark theme option for editor.",Enhancement,Core,P4
